tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	110121345	0	live	LOC110121345		VISTA enhancer hs1320			15	NC_000015.10	96584824	96587064	plus	0		
9606	Homo sapiens	110121344	0	live	LOC110121344		VISTA enhancer hs1319			10	NC_000010.11	123067938	123070218	plus	0		
9606	Homo sapiens	110121343	0	live	LOC110121343		VISTA enhancer hs1314			11	NC_000011.10	12843785	12846999	plus	0		
9606	Homo sapiens	110121342	0	live	LOC110121342		VISTA enhancer hs1311			11	NC_000011.10	110130170	110132509	plus	0		
9606	Homo sapiens	110121341	0	live	LOC110121341		VISTA enhancer hs1304			21	NC_000021.9	16308841	16310481	plus	0		
9606	Homo sapiens	110121340	0	live	LOC110121340		VISTA enhancer hs1301			11	NC_000011.10	16401723	16404491	plus	0		
9606	Homo sapiens	110121339	0	live	LOC110121339		VISTA enhancer hs1300			16	NC_000016.10	52434617	52437850	plus	0		
9606	Homo sapiens	110121338	0	live	LOC110121338		VISTA enhancer hs1278			20	NC_000020.11	10812535	10813791	plus	0		
9606	Homo sapiens	110121337	0	live	LOC110121337		VISTA enhancer hs1271			22	NC_000022.11	27842325	27843730	plus	0		
9606	Homo sapiens	110121336	0	live	LOC110121336		VISTA enhancer hs1246			13	NC_000013.11	111615720	111616741	plus	0		
9606	Homo sapiens	110121335	0	live	LOC110121335		VISTA enhancer hs1242			16	NC_000016.10	10225972	10227019	plus	0		
9606	Homo sapiens	110121334	0	live	LOC110121334		VISTA enhancer hs1236			10	NC_000010.11	117830148	117831665	plus	0		
9606	Homo sapiens	110121333	0	live	LOC110121333		VISTA enhancer hs1218			14	NC_000014.9	56964169	56965628	plus	0		
9606	Homo sapiens	110121332	0	live	LOC110121332		VISTA enhancer hs1205			20	NC_000020.11	21507913	21509383	plus	0		
9606	Homo sapiens	110121331	0	live	LOC110121331		VISTA enhancer hs1188			21	NC_000021.9	32918474	32919807	plus	0		
9606	Homo sapiens	110121330	0	live	LOC110121330		VISTA enhancer hs1186			18	NC_000018.10	77857617	77858906	plus	0		
9606	Homo sapiens	110121329	0	live	LOC110121329		VISTA enhancer hs1180			18	NC_000018.10	25036867	25038718	plus	0		
9606	Homo sapiens	110121328	0	live	LOC110121328		VISTA enhancer hs1169			18	NC_000018.10	24656022	24657424	plus	0		
9606	Homo sapiens	110121327	0	live	LOC110121327		VISTA enhancer hs1168			14	NC_000014.9	29274168	29276675	plus	0		
9606	Homo sapiens	110121326	0	live	LOC110121326		VISTA enhancer hs1166			14	NC_000014.9	36504570	36505380	plus	0		
9606	Homo sapiens	110121325	0	live	LOC110121325		VISTA enhancer hs1151			14	NC_000014.9	53366739	53369492	plus	0		
9606	Homo sapiens	110121324	0	live	LOC110121324		VISTA enhancer hs1150			14	NC_000014.9	56952290	56954727	plus	0		
9606	Homo sapiens	110121323	0	live	LOC110121323		VISTA enhancer hs1122			12	NC_000012.12	102951489	102952902	plus	0		
9606	Homo sapiens	110121322	0	live	LOC110121322		VISTA enhancer hs1114			12	NC_000012.12	102977571	102978832	plus	0		
9606	Homo sapiens	110121321	0	live	LOC110121321		VISTA enhancer hs1086			20	NC_000020.11	40705542	40706419	plus	0		
9606	Homo sapiens	110121319	0	live	LOC110121319		VISTA enhancer hs1064			14	NC_000014.9	28756869	28758467	plus	0		
9606	Homo sapiens	110121318	0	live	LOC110121318		VISTA enhancer hs1056			18	NC_000018.10	78721722	78723257	plus	0		
9606	Homo sapiens	110121317	0	live	LOC110121317		VISTA enhancer hs1042			20	NC_000020.11	39248171	39248957	plus	0		
9606	Homo sapiens	110121315	0	live	LOC110121315		VISTA enhancer hs1027			18	NC_000018.10	25164704	25166306	plus	0		
9606	Homo sapiens	110121314	0	live	LOC110121314		VISTA enhancer hs1020			18	NC_000018.10	77784382	77786551	plus	0		
9606	Homo sapiens	110121313	0	live	LOC110121313		VISTA enhancer hs1013			18	NC_000018.10	55032639	55033995	plus	0		
9606	Homo sapiens	110121312	0	live	LOC110121312		VISTA enhancer hs1011			18	NC_000018.10	78701276	78702723	plus	0		
9606	Homo sapiens	110121311	0	live	LOC110121311		VISTA enhancer hs1006			10	NC_000010.11	100485085	100486577	plus	0		
9606	Homo sapiens	110121310	0	live	LOC110121310		VISTA enhancer hs2419			7	NC_000007.14	82410305	82411792	plus	0		
9606	Homo sapiens	110121309	0	live	LOC110121309		VISTA enhancer hs2414			4	NC_000004.12	47824449	47826035	plus	0		
9606	Homo sapiens	110121308	0	live	LOC110121308		VISTA enhancer hs2384			2	NC_000002.12	20578534	20580046	plus	0		
9606	Homo sapiens	110121307	0	live	LOC110121307		VISTA enhancer hs2374			1	NC_000001.11	225766688	225768183	plus	0		
9606	Homo sapiens	110121306	0	live	LOC110121306		VISTA enhancer hs2357			1	NC_000001.11	214107252	214108737	plus	0		
9606	Homo sapiens	110121305	0	live	LOC110121305		VISTA enhancer hs2346			4	NC_000004.12	23930438	23932069	plus	0		
9606	Homo sapiens	110121304	0	live	LOC110121304		VISTA enhancer hs2328			7	NC_000007.14	84813318	84814830	plus	0		
9606	Homo sapiens	110121303	0	live	LOC110121303		VISTA enhancer hs2325			5	NC_000005.10	126008814	126010550	plus	0		
9606	Homo sapiens	110121302	0	live	LOC110121302		VISTA enhancer hs2321			2	NC_000002.12	121954544	121957677	plus	0		
9606	Homo sapiens	110121301	0	live	LOC110121301		VISTA enhancer hs2319			6	NC_000006.12	100456252	100457191	plus	0		
9606	Homo sapiens	110121300	0	live	LOC110121300		VISTA enhancer hs2318			7	NC_000007.14	70266849	70269110	plus	0		
9606	Homo sapiens	110121299	0	live	LOC110121299		VISTA enhancer hs2317			7	NC_000007.14	70255471	70256881	plus	0		
9606	Homo sapiens	110121298	0	live	LOC110121298		VISTA enhancer hs2316			7	NC_000007.14	70181388	70184043	plus	0		
9606	Homo sapiens	110121297	0	live	LOC110121297		VISTA enhancer hs2315			7	NC_000007.14	69860882	69862698	plus	0		
9606	Homo sapiens	110121289	0	live	LOC110121289		VISTA enhancer hs2271			1	NC_000001.11	26093362	26098252	plus	0		
9606	Homo sapiens	110121288	0	live	LOC110121288		VISTA enhancer hs2268			3	NC_000003.12	38722136	38726916	plus	0		
9606	Homo sapiens	110121287	0	live	LOC110121287		VISTA enhancer hs2267			3	NC_000003.12	38542667	38545253	plus	0		
9606	Homo sapiens	110121286	0	live	LOC110121286		VISTA enhancer hs2266			3	NC_000003.12	38531396	38534541	plus	0		
9606	Homo sapiens	110121285	0	live	LOC110121285		VISTA enhancer hs2263			1	NC_000001.11	109274252	109276283	plus	0		
9606	Homo sapiens	110121284	0	live	LOC110121284		VISTA enhancer hs2229			5	NC_000005.10	177389375	177392188	plus	0		
9606	Homo sapiens	110121283	0	live	LOC110121283		VISTA enhancer hs2216			1	NC_000001.11	109253074	109256228	plus	0		
9606	Homo sapiens	110121282	0	live	LOC110121282		VISTA enhancer hs2207			9	NC_000009.12	136568507	136573895	plus	0		
9606	Homo sapiens	110121281	0	live	LOC110121281		VISTA enhancer hs2205			8	NC_000008.11	11739275	11744047	plus	0		
9606	Homo sapiens	110121280	0	live	LOC110121280		VISTA enhancer hs2204			8	NC_000008.11	11699806	11703497	plus	0		
9606	Homo sapiens	110121279	0	live	LOC110121279		VISTA enhancer hs2200			7	NC_000007.14	151756863	151760019	plus	0		
9606	Homo sapiens	110121278	0	live	LOC110121278		VISTA enhancer hs2199			7	NC_000007.14	151752947	151756627	plus	0		
9606	Homo sapiens	110121277	0	live	LOC110121277		VISTA enhancer hs2194			7	NC_000007.14	151692799	151697992	plus	0		
9606	Homo sapiens	110121276	0	live	LOC110121276		VISTA enhancer hs2193			7	NC_000007.14	151686256	151690588	plus	0		
9606	Homo sapiens	110121275	0	live	LOC110121275		VISTA enhancer hs2192			7	NC_000007.14	150962898	150966344	plus	0		
9606	Homo sapiens	110121274	0	live	LOC110121274		VISTA enhancer hs2191			6	NC_000006.12	7560927	7562502	plus	0		
9606	Homo sapiens	110121273	0	live	LOC110121273		VISTA enhancer hs2188			6	NC_000006.12	118536042	118538613	plus	0		
9606	Homo sapiens	110121272	0	live	LOC110121272		VISTA enhancer hs2185			5	NC_000005.10	173265198	173269966	plus	0		
9606	Homo sapiens	110121271	0	live	LOC110121271		VISTA enhancer hs2181			5	NC_000005.10	137694278	137697238	plus	0		
9606	Homo sapiens	110121270	0	live	LOC110121270		VISTA enhancer hs2179			3	NC_000003.12	52427966	52431115	plus	0		
9606	Homo sapiens	110121269	0	live	LOC110121269		VISTA enhancer hs2177			3	NC_000003.12	38578362	38581496	plus	0		
9606	Homo sapiens	110121268	0	live	LOC110121268		VISTA enhancer hs2170			2	NC_000002.12	71490876	71494083	plus	0		
9606	Homo sapiens	110121267	0	live	LOC110121267		VISTA enhancer hs2169			2	NC_000002.12	219429150	219432239	plus	0		
9606	Homo sapiens	110121266	0	live	LOC110121266		VISTA enhancer hs2138			1	NC_000001.11	237011218	237013545	plus	0		
9606	Homo sapiens	110121265	0	live	LOC110121265		VISTA enhancer hs2137			1	NC_000001.11	236997312	237000217	plus	0		
9606	Homo sapiens	110121264	0	live	LOC110121264		VISTA enhancer hs2135			1	NC_000001.11	236688083	236690415	plus	0		
9606	Homo sapiens	110121263	0	live	LOC110121263		VISTA enhancer hs2133			1	NC_000001.11	230750693	230754328	plus	0		
9606	Homo sapiens	110121262	0	live	LOC110121262		VISTA enhancer hs2129			1	NC_000001.11	156102512	156107058	plus	0		
9606	Homo sapiens	110121261	0	live	LOC110121261		VISTA enhancer hs2126			1	NC_000001.11	147748578	147753770	plus	0		
9606	Homo sapiens	110121260	0	live	LOC110121260		VISTA enhancer hs2125			1	NC_000001.11	11885471	11889433	plus	0		
9606	Homo sapiens	110121259	0	live	LOC110121259		VISTA enhancer hs2100			4	NC_000004.12	148052009	148056122	plus	0		
9606	Homo sapiens	110121258	0	live	LOC110121258		VISTA enhancer hs2094			1	NC_000001.11	10735049	10739184	plus	0		
9606	Homo sapiens	110121257	0	live	LOC110121257		VISTA enhancer hs2089			1	NC_000001.11	212531404	212533951	plus	0		
9606	Homo sapiens	110121256	0	live	LOC110121256		VISTA enhancer hs2088			1	NC_000001.11	38262513	38266844	plus	0		
9606	Homo sapiens	110121255	0	live	LOC110121255		VISTA enhancer hs2082			7	NC_000007.14	140210788	140214447	plus	0		
9606	Homo sapiens	110121254	0	live	LOC110121254		VISTA enhancer hs2081			7	NC_000007.14	107946717	107948447	plus	0		
9606	Homo sapiens	110121253	0	live	LOC110121253		VISTA enhancer hs2077			7	NC_000007.14	136057880	136060968	plus	0		
9606	Homo sapiens	110121251	0	live	LOC110121251		VISTA enhancer hs2070			1	NC_000001.11	246305949	246308048	plus	0		
9606	Homo sapiens	110121250	0	live	LOC110121250		VISTA enhancer hs2064			6	NC_000006.12	52388930	52391414	plus	0		
9606	Homo sapiens	110121249	0	live	LOC110121249		VISTA enhancer hs2063			6	NC_000006.12	84051774	84053626	plus	0		
9606	Homo sapiens	110121248	0	live	LOC110121248		VISTA enhancer hs2062			9	NC_000009.12	38038698	38040102	plus	0		
9606	Homo sapiens	110121247	0	live	LOC110121247		VISTA enhancer hs2061			6	NC_000006.12	7163717	7165821	plus	0		
9606	Homo sapiens	110121246	0	live	LOC110121246		VISTA enhancer hs2060			6	NC_000006.12	4358348	4359696	plus	0		
9606	Homo sapiens	110121245	0	live	LOC110121245		VISTA enhancer hs2059			7	NC_000007.14	50496544	50498008	plus	0		
9606	Homo sapiens	110121244	0	live	LOC110121244		VISTA enhancer hs2041			3	NC_000003.12	141860621	141861968	plus	0		
9606	Homo sapiens	110121243	0	live	LOC110121243		VISTA enhancer hs2040			2	NC_000002.12	68192841	68194859	plus	0		
9606	Homo sapiens	110121242	0	live	LOC110121242		VISTA enhancer hs2027			2	NC_000002.12	159029476	159032500	plus	0		
9606	Homo sapiens	110121241	0	live	LOC110121241		VISTA enhancer hs2007			5	NC_000005.10	176649731	176651529	plus	0		
9606	Homo sapiens	110121240	0	live	LOC110121240		VISTA enhancer hs1995			3	NC_000003.12	80547551	80555612	plus	0		
9606	Homo sapiens	110121239	0	live	LOC110121239		VISTA enhancer hs1990			3	NC_000003.12	158768467	158775583	plus	0		
9606	Homo sapiens	110121238	0	live	LOC110121238		VISTA enhancer hs1989			1	NC_000001.11	79075662	79083449	plus	0		
9606	Homo sapiens	110121237	0	live	LOC110121237		VISTA enhancer hs1979			4	NC_000004.12	6297014	6299211	plus	0		
9606	Homo sapiens	110121236	0	live	LOC110121236		VISTA enhancer hs1968			2	NC_000002.12	237894726	237898955	plus	0		
9606	Homo sapiens	110121235	0	live	LOC110121235		VISTA enhancer hs1967			2	NC_000002.12	47068636	47072293	plus	0		
9606	Homo sapiens	110121234	0	live	LOC110121234		VISTA enhancer hs1963			9	NC_000009.12	131234909	131239797	plus	0		
9606	Homo sapiens	110121233	0	live	LOC110121233		VISTA enhancer hs1962			8	NC_000008.11	30277526	30281393	plus	0		
9606	Homo sapiens	110121232	0	live	LOC110121232		VISTA enhancer hs1961			3	NC_000003.12	37764508	37767589	plus	0		
9606	Homo sapiens	110121231	0	live	LOC110121231		VISTA enhancer hs1955			6	NC_000006.12	163961310	163965357	plus	0		
9606	Homo sapiens	110121230	0	live	LOC110121230		VISTA enhancer hs1951			2	NC_000002.12	237313177	237316630	plus	0		
9606	Homo sapiens	110121229	0	live	LOC110121229		VISTA enhancer hs1945			2	NC_000002.12	237613736	237617924	plus	0		
9606	Homo sapiens	110121228	0	live	LOC110121228		VISTA enhancer hs1941			2	NC_000002.12	119487057	119491464	plus	0		
9606	Homo sapiens	110121227	0	live	LOC110121227		VISTA enhancer hs1937			2	NC_000002.12	240368562	240373577	plus	0		
9606	Homo sapiens	110121226	0	live	LOC110121226		VISTA enhancer hs1933			2	NC_000002.12	101109636	101113030	plus	0		
9606	Homo sapiens	110121225	0	live	LOC110121225		VISTA enhancer hs1922			6	NC_000006.12	150175547	150178465	plus	0		
9606	Homo sapiens	110121224	0	live	LOC110121224		VISTA enhancer hs1919			2	NC_000002.12	96257964	96261352	plus	0		
9606	Homo sapiens	110121223	0	live	LOC110121223		VISTA enhancer hs1912			1	NC_000001.11	3345529	3349801	plus	0		
9606	Homo sapiens	110121222	0	live	LOC110121222		VISTA enhancer hs1909			2	NC_000002.12	43217582	43220159	plus	0		
9606	Homo sapiens	110121221	0	live	LOC110121221		VISTA enhancer hs1891			1	NC_000001.11	156660457	156665492	plus	0		
9606	Homo sapiens	110121220	0	live	LOC110121220		VISTA enhancer hs1887			6	NC_000006.12	35489352	35492826	plus	0		
9606	Homo sapiens	110121218	0	live	LOC110121218		VISTA enhancer hs1882			8	NC_000008.11	141411247	141416252	plus	0		
9606	Homo sapiens	110121217	0	live	LOC110121217		VISTA enhancer hs1877			8	NC_000008.11	128975559	128976335	plus	0		
9606	Homo sapiens	110121216	0	live	LOC110121216		VISTA enhancer hs1867			2	NC_000002.12	170013097	170014655	plus	0		
9606	Homo sapiens	110121215	0	live	LOC110121215		VISTA enhancer hs1862			1	NC_000001.11	181151913	181154518	plus	0		
9606	Homo sapiens	110121213	0	live	LOC110121213		VISTA enhancer hs1833			1	NC_000001.11	8070379	8071827	plus	0		
9606	Homo sapiens	110121212	0	live	LOC110121212		VISTA enhancer hs1831			7	NC_000007.14	95607310	95611146	plus	0		
9606	Homo sapiens	110121211	0	live	LOC110121211		VISTA enhancer hs1828			5	NC_000005.10	172771670	172774006	plus	0		
9606	Homo sapiens	110121210	0	live	LOC110121210		VISTA enhancer hs1809			7	NC_000007.14	122327474	122331024	plus	0		
9606	Homo sapiens	110121208	0	live	LOC110121208		VISTA enhancer hs1800			8	NC_000008.11	105590637	105595180	plus	0		
9606	Homo sapiens	110121207	0	live	LOC110121207		VISTA enhancer hs1798			7	NC_000007.14	115811477	115814742	plus	0		
9606	Homo sapiens	110121205	0	live	LOC110121205		VISTA enhancer hs1766			1	NC_000001.11	230848777	230852235	plus	0		
9606	Homo sapiens	110121204	0	live	LOC110121204		VISTA enhancer hs1764			2	NC_000002.12	217936448	217938840	plus	0		
9606	Homo sapiens	110121203	0	live	LOC110121203		VISTA enhancer hs1753			7	NC_000007.14	159095629	159098671	plus	0		
9606	Homo sapiens	110121202	0	live	LOC110121202		VISTA enhancer hs1752			5	NC_000005.10	149422130	149425513	plus	0		
9606	Homo sapiens	110121201	0	live	LOC110121201		VISTA enhancer hs1750			2	NC_000002.12	240257940	240260738	plus	0		
9606	Homo sapiens	110121200	0	live	LOC110121200		VISTA enhancer hs1747			3	NC_000003.12	50599047	50602727	plus	0		
9606	Homo sapiens	110121199	0	live	LOC110121199		VISTA enhancer hs1746			X	NC_000023.11	151239220	151240580	plus	0		
9606	Homo sapiens	110121198	0	live	LOC110121198		VISTA enhancer hs1745			X	NC_000023.11	124216977	124218737	plus	0		
9606	Homo sapiens	110121197	0	live	LOC110121197		VISTA enhancer hs1743			9	NC_000009.12	2240936	2242833	plus	0		
9606	Homo sapiens	110121196	0	live	LOC110121196		VISTA enhancer hs1741			8	NC_000008.11	27894923	27895834	plus	0		
9606	Homo sapiens	110121195	0	live	LOC110121195		VISTA enhancer hs1738			6	NC_000006.12	101295648	101297358	plus	0		
9606	Homo sapiens	110121194	0	live	LOC110121194		VISTA enhancer hs1734			5	NC_000005.10	107573815	107575311	plus	0		
9606	Homo sapiens	110121192	0	live	LOC110121192		VISTA enhancer hs1715			8	NC_000008.11	34033685	34035220	plus	0		
9606	Homo sapiens	110121191	0	live	LOC110121191		VISTA enhancer hs1709			8	NC_000008.11	129631844	129635071	plus	0		
9606	Homo sapiens	110121188	0	live	LOC110121188		VISTA enhancer hs1690			6	NC_000006.12	111550485	111555465	plus	0		
9606	Homo sapiens	110121187	0	live	LOC110121187		VISTA enhancer hs1685			3	NC_000003.12	113092647	113097560	plus	0		
9606	Homo sapiens	110121186	0	live	LOC110121186		VISTA enhancer hs1681			8	NC_000008.11	76839317	76842107	plus	0		
9606	Homo sapiens	110121185	0	live	LOC110121185		VISTA enhancer hs1677			7	NC_000007.14	25493988	25497261	plus	0		
9606	Homo sapiens	110121184	0	live	LOC110121184		VISTA enhancer hs1672			1	NC_000001.11	112997434	112999398	plus	0		
9606	Homo sapiens	110121183	0	live	LOC110121183		VISTA enhancer hs1668			4	NC_000004.12	53076116	53078130	plus	0		
9606	Homo sapiens	110121182	0	live	LOC110121182		VISTA enhancer hs1665			8	NC_000008.11	37825572	37827829	plus	0		
9606	Homo sapiens	110121181	0	live	LOC110121181		VISTA enhancer hs1660			7	NC_000007.14	69934084	69935696	plus	0		
9606	Homo sapiens	110121180	0	live	LOC110121180		VISTA enhancer hs1659			7	NC_000007.14	35373115	35376739	plus	0		
9606	Homo sapiens	110121179	0	live	LOC110121179		VISTA enhancer hs1658			8	NC_000008.11	92018140	92021117	plus	0		
9606	Homo sapiens	110121178	0	live	LOC110121178		VISTA enhancer hs1652			2	NC_000002.12	85770344	85773882	plus	0		
9606	Homo sapiens	110121177	0	live	LOC110121177		VISTA enhancer hs1651			4	NC_000004.12	56053423	56057627	plus	0		
9606	Homo sapiens	110121176	0	live	LOC110121176		VISTA enhancer hs1649			5	NC_000005.10	102663369	102668199	plus	0		
9606	Homo sapiens	110121175	0	live	LOC110121175		VISTA enhancer hs1648			3	NC_000003.12	115217483	115219382	plus	0		
9606	Homo sapiens	110121174	0	live	LOC110121174		VISTA enhancer hs1644			6	NC_000006.12	139886840	139890632	plus	0		
9606	Homo sapiens	110121173	0	live	LOC110121173		VISTA enhancer hs1643			5	NC_000005.10	125315470	125318494	plus	0		
9606	Homo sapiens	110121172	0	live	LOC110121172		VISTA enhancer hs1642			7	NC_000007.14	96245535	96248789	plus	0		
9606	Homo sapiens	110121171	0	live	LOC110121171		VISTA enhancer hs1640			5	NC_000005.10	142550490	142552711	plus	0		
9606	Homo sapiens	110121170	0	live	LOC110121170		VISTA enhancer hs1638			5	NC_000005.10	56600346	56603242	plus	0		
9606	Homo sapiens	110121169	0	live	LOC110121169		VISTA enhancer hs1635			2	NC_000002.12	219906364	219908558	plus	0		
9606	Homo sapiens	110121168	0	live	LOC110121168		VISTA enhancer hs1633			7	NC_000007.14	91147899	91151521	plus	0		
9606	Homo sapiens	110121167	0	live	LOC110121167		VISTA enhancer hs1631			7	NC_000007.14	91168556	91171397	plus	0		
9606	Homo sapiens	110121166	0	live	LOC110121166		VISTA enhancer hs1628			7	NC_000007.14	91136067	91139139	plus	0		
9606	Homo sapiens	110121165	0	live	LOC110121165		VISTA enhancer hs1627			7	NC_000007.14	91124580	91128765	plus	0		
9606	Homo sapiens	110121164	0	live	LOC110121164		VISTA enhancer hs1626			7	NC_000007.14	94346650	94349568	plus	0		
9606	Homo sapiens	110121163	0	live	LOC110121163		VISTA enhancer hs1625			9	NC_000009.12	115465567	115468054	plus	0		
9606	Homo sapiens	110121162	0	live	LOC110121162		VISTA enhancer hs1623			7	NC_000007.14	5632287	5636913	plus	0		
9606	Homo sapiens	110121161	0	live	LOC110121161		VISTA enhancer hs1622			1	NC_000001.11	55774431	55776762	plus	0		
9606	Homo sapiens	110121160	0	live	LOC110121160		VISTA enhancer hs1615			1	NC_000001.11	9371068	9372775	plus	0		
9606	Homo sapiens	110121159	0	live	LOC110121159		VISTA enhancer hs1614			4	NC_000004.12	150175321	150178147	plus	0		
9606	Homo sapiens	110121158	0	live	LOC110121158		VISTA enhancer hs1604			7	NC_000007.14	28591044	28595265	plus	0		
9606	Homo sapiens	110121157	0	live	LOC110121157		VISTA enhancer hs1601			8	NC_000008.11	91597044	91601193	plus	0		
9606	Homo sapiens	110121156	0	live	LOC110121156		VISTA enhancer hs1600			7	NC_000007.14	25655417	25657996	plus	0		
9606	Homo sapiens	110121155	0	live	LOC110121155		VISTA enhancer hs1599			8	NC_000008.11	92058469	92061167	plus	0		
9606	Homo sapiens	110121154	0	live	LOC110121154		VISTA enhancers hs1597 and hs1717	VISTA enhancer hs1597|VISTA enhancer hs1717		9	NC_000009.12	97873936	97878227	plus	0		
9606	Homo sapiens	110121153	0	live	LOC110121153		VISTA enhancer hs1596			9	NC_000009.12	97862581	97864397	plus	0		
9606	Homo sapiens	110121152	0	live	LOC110121152		VISTA enhancer hs1586			7	NC_000007.14	42146003	42147909	plus	0		
9606	Homo sapiens	110121151	0	live	LOC110121151		VISTA enhancer hs1585			9	NC_000009.12	78437288	78440904	plus	0		
9606	Homo sapiens	110121150	0	live	LOC110121150		VISTA enhancer hs1582			4	NC_000004.12	123462273	123465299	plus	0		
9606	Homo sapiens	110121149	0	live	LOC110121149		VISTA enhancer hs1581			2	NC_000002.12	103152238	103156024	plus	0		
9606	Homo sapiens	110121148	0	live	LOC110121148		VISTA enhancer hs1578			2	NC_000002.12	211390115	211392433	plus	0		
9606	Homo sapiens	110121147	0	live	LOC110121147		VISTA enhancer hs1577			5	NC_000005.10	92592138	92595317	plus	0		
9606	Homo sapiens	110121146	0	live	LOC110121146		VISTA enhancer hs1573			3	NC_000003.12	147845622	147848817	plus	0		
9606	Homo sapiens	110121145	0	live	LOC110121145		VISTA enhancer hs1564			6	NC_000006.12	97464949	97468106	plus	0		
9606	Homo sapiens	110121144	0	live	LOC110121144		VISTA enhancer hs1563			3	NC_000003.12	193771570	193773544	plus	0		
9606	Homo sapiens	110121143	0	live	LOC110121143		VISTA enhancer hs1557			3	NC_000003.12	27992337	27994260	plus	0		
9606	Homo sapiens	110121142	0	live	LOC110121142		VISTA enhancer hs1555			2	NC_000002.12	103400188	103403366	plus	0		
9606	Homo sapiens	110121141	0	live	LOC110121141		VISTA enhancer hs1554			2	NC_000002.12	104070232	104072180	plus	0		
9606	Homo sapiens	110121140	0	live	LOC110121140		VISTA enhancer hs1553			2	NC_000002.12	104848528	104851080	plus	0		
9606	Homo sapiens	110121139	0	live	LOC110121139		VISTA enhancer hs1546			1	NC_000001.11	38370324	38372434	plus	0		
9606	Homo sapiens	110121138	0	live	LOC110121138		VISTA enhancer hs1545			4	NC_000004.12	108333184	108335877	plus	0		
9606	Homo sapiens	110121137	0	live	LOC110121137		VISTA enhancer hs1543			3	NC_000003.12	194211571	194213668	plus	0		
9606	Homo sapiens	110121136	0	live	LOC110121136		VISTA enhancer hs1535			2	NC_000002.12	60270922	60274878	plus	0		
9606	Homo sapiens	110121135	0	live	LOC110121135		VISTA enhancer hs1534			2	NC_000002.12	104427824	104431054	plus	0		
9606	Homo sapiens	110121134	0	live	LOC110121134		VISTA enhancer hs1533			6	NC_000006.12	19718991	19722679	plus	0		
9606	Homo sapiens	110121133	0	live	LOC110121133		VISTA enhancer hs1530			9	NC_000009.12	78395963	78399187	plus	0		
9606	Homo sapiens	110121132	0	live	LOC110121132		VISTA enhancer hs1529			2	NC_000002.12	103961698	103964030	plus	0		
9606	Homo sapiens	110121131	0	live	LOC110121131		VISTA enhancer hs1527			2	NC_000002.12	8641264	8643461	plus	0		
9606	Homo sapiens	110121130	0	live	LOC110121130		VISTA enhancer hs1526			2	NC_000002.12	103737475	103740884	plus	0		
9606	Homo sapiens	110121129	0	live	LOC110121129		VISTA enhancer hs1525			4	NC_000004.12	123854659	123858375	plus	0		
9606	Homo sapiens	110121128	0	live	LOC110121128		VISTA enhancer hs1507			2	NC_000002.12	219849147	219852579	plus	0		
9606	Homo sapiens	110121127	0	live	LOC110121127		VISTA enhancer hs1496			2	NC_000002.12	5409485	5412892	plus	0		
9606	Homo sapiens	110121126	0	live	LOC110121126		VISTA enhancer hs1487			1	NC_000001.11	54459373	54463153	plus	0		
9606	Homo sapiens	110121125	0	live	LOC110121125		VISTA enhancer hs1485			1	NC_000001.11	59056653	59058420	plus	0		
9606	Homo sapiens	110121124	0	live	LOC110121124		VISTA enhancer hs1484			1	NC_000001.11	61579788	61582487	plus	0		
9606	Homo sapiens	110121123	0	live	LOC110121123		VISTA enhancer hs1482			8	NC_000008.11	121064414	121065899	plus	0		
9606	Homo sapiens	110121122	0	live	LOC110121122		VISTA enhancer hs1480			2	NC_000002.12	37416727	37418317	plus	0		
9606	Homo sapiens	110121121	0	live	LOC110121121		VISTA enhancer hs1479			2	NC_000002.12	71670883	71673762	plus	0		
9606	Homo sapiens	110121120	0	live	LOC110121120		VISTA enhancer hs1477			2	NC_000002.12	158922805	158923829	plus	0		
9606	Homo sapiens	110121118	0	live	LOC110121118		VISTA enhancer hs1473			5	NC_000005.10	135433909	135436454	plus	0		
9606	Homo sapiens	110121117	0	live	LOC110121117		VISTA enhancer hs1472			3	NC_000003.12	55490515	55492232	plus	0		
9606	Homo sapiens	110121116	0	live	LOC110121116		VISTA enhancer hs1469			3	NC_000003.12	102667318	102669538	plus	0		
9606	Homo sapiens	110121115	0	live	LOC110121115		VISTA enhancer hs1465			7	NC_000007.14	25879380	25882921	plus	0		
9606	Homo sapiens	110121114	0	live	LOC110121114		VISTA enhancer hs1463			9	NC_000009.12	87033435	87036683	plus	0		
9606	Homo sapiens	110121113	0	live	LOC110121113		VISTA enhancer hs1462			3	NC_000003.12	94332174	94334985	plus	0		
9606	Homo sapiens	110121112	0	live	LOC110121112		VISTA enhancer hs1461			6	NC_000006.12	45879564	45882817	plus	0		
9606	Homo sapiens	110121111	0	live	LOC110121111		VISTA enhancer hs1460			4	NC_000004.12	53195307	53199113	plus	0		
9606	Homo sapiens	110121110	0	live	LOC110121110		VISTA enhancer hs1453			3	NC_000003.12	193959729	193962381	plus	0		
9606	Homo sapiens	110121109	0	live	LOC110121109		VISTA enhancer hs1452			6	NC_000006.12	104597106	104598826	plus	0		
